Transaction_Time,Open,High,Low,Close,Volume,Ticker,Log_Return,Volatility_20m,Price_Gap,RSI_14m,Risk_Limit_USD,Entry_Price,Exit_Price,Trade_PnL,Slippage_USD,Cum_PnL,Peak,Drawdown
2026-04-06 00:25:00-04:00,110.703125,110.703125,110.703125,110.703125,78,ZN=F,0,7.20E-05,0,50,500,110.703125,110.703125,0,0.325333803,0,1.5625,-1.5625
2026-04-06 00:26:00-04:00,6617.25,6617.5,6616.5,6616.75,67,ES=F,-7.56E-05,0.000144333,0,48.57142857,500,6617.25,6616.75,-50,0.139853202,300,475,-175
2026-04-06 00:26:00-04:00,4668.299805,4669.399902,4668.299805,4669.399902,9,GC=F,0.000364076,0.000296621,0.599609375,33.61818565,500,4668.299805,4669.399902,110.0097656,0.139853202,149.9511719,819.9707031,-670.0195313
2026-04-06 00:27:00-04:00,4669.399902,4669.399902,4668.899902,4668.899902,3,GC=F,-0.000107086,0.000270396,0,35.77796694,500,4669.399902,4668.899902,-50,0.281405497,99.95117188,819.9707031,-720.0195313
2026-04-06 00:27:00-04:00,6616.75,6616.75,6614.25,6615,410,ES=F,-0.000264515,0.0001506,0,43.58974359,500,6616.75,6615,-175,0.281405497,125,475,-350
2026-04-06 00:28:00-04:00,6615.25,6615.5,6614.75,6615.25,132,ES=F,3.78E-05,0.000149887,0.25,42.10526316,500,6615.25,6615.25,0,0.316586556,125,475,-350
2026-04-06 00:28:00-04:00,4669.5,4671.299805,4669.5,4671.100098,17,GC=F,0.000471134,0.000287796,0.600097656,59.80467254,500,4669.5,4671.100098,160.0097656,0.316586556,259.9609375,819.9707031,-560.0097656
2026-04-06 00:29:00-04:00,4670.5,4671.700195,4670.5,4671.700195,14,GC=F,0.000128462,0.000284306,-0.600097656,60.95428545,500,4670.5,4671.700195,120.0195313,0.070902686,379.9804688,819.9707031,-439.9902344
2026-04-06 00:29:00-04:00,6615.25,6615.75,6614.75,6615.5,47,ES=F,3.78E-05,0.000147867,0,42.10526316,500,6615.25,6615.5,25,0.070902686,150,475,-325
2026-04-06 00:29:00-04:00,110.71875,110.71875,110.71875,110.71875,1,ZN=F,0.000141133,7.20E-05,0.015625,66.66666667,500,110.71875,110.71875,0,0.112772237,0,1.5625,-1.5625
2026-04-06 00:30:00-04:00,6615.5,6616,6614.5,6614.75,79,ES=F,-0.000113377,0.000140797,0,41.02564103,500,6615.5,6614.75,-75,0.323395183,75,475,-400
2026-04-06 00:30:00-04:00,4672.200195,4672.200195,4669,4669,14,GC=F,-0.000578157,0.000303567,0.5,50.39409435,500,4672.200195,4669,-320.0195313,0.323395183,59.9609375,819.9707031,-760.0097656
2026-04-06 00:31:00-04:00,4668.5,4671.100098,4668.100098,4671.100098,11,GC=F,0.000449695,0.000319737,-0.5,57.43319037,500,4668.5,4671.100098,260.0097656,0.126735856,319.9707031,819.9707031,-500
2026-04-06 00:31:00-04:00,6614.75,6616,6614.25,6616,67,ES=F,0.000188954,0.000137869,0,42.5,500,6614.75,6616,125,0.126735856,200,475,-275
